layerset,loss,optimizer,epoch,seed,layer,correct
[[300; 'linear']; [164; 'linear']; [108; 'relu']],mse,rmsprop,20,1788414756,3,0.5714285714285714
[[300; 'linear']; [164; 'linear']; [108; 'linear']],mse,adam,13,673376992,3,0.5714285714285714
[[300; 'linear']; [164; 'linear']; [108; 'linear']],mse,adam,20,2415443941,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [108; 'linear']],mse,rmsprop,13,1190835913,3,0.7321428571428571
[[300; 'linear']; [164; 'linear']; [108; 'linear']],mse,rmsprop,20,1649276483,3,0.7142857142857143
[[300; 'linear']; [164; 'linear']; [164; 'relu']],mse,adam,13,4054625456,3,0.6785714285714286
[[300; 'linear']; [164; 'linear']; [164; 'relu']],mse,adam,20,2237370258,3,0.7321428571428571
[[300; 'linear']; [164; 'linear']; [164; 'relu']],mse,rmsprop,13,4013406113,3,0.5714285714285714
[[300; 'linear']; [164; 'linear']; [164; 'relu']],mse,rmsprop,20,1113871013,3,0.4642857142857143
[[300; 'linear']; [164; 'linear']; [164; 'linear']],mse,adam,13,481404330,3,0.6071428571428571
[[300; 'linear']; [164; 'linear']; [164; 'linear']],mse,adam,20,370112943,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [164; 'linear']],mse,rmsprop,13,3378070315,3,0.5535714285714286
[[300; 'linear']; [164; 'linear']; [164; 'linear']],mse,rmsprop,20,223150425,3,0.6964285714285714
[[300; 'linear']; [164; 'linear']; [300; 'relu']],mse,adam,13,3070008415,3,0.7142857142857143
[[300; 'linear']; [164; 'linear']; [300; 'relu']],mse,adam,20,595309427,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [300; 'relu']],mse,rmsprop,13,3575177004,3,0.5535714285714286
[[300; 'linear']; [164; 'linear']; [300; 'relu']],mse,rmsprop,20,2117466102,3,0.5714285714285714
[[300; 'linear']; [164; 'linear']; [300; 'linear']],mse,adam,13,2168684936,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [300; 'linear']],mse,adam,20,1509229670,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [300; 'linear']],mse,rmsprop,13,1886334924,3,0.5714285714285714
[[300; 'linear']; [164; 'linear']; [300; 'linear']],mse,rmsprop,20,3036735,3,0.6607142857142857
[[300; 'linear']; [300; 'relu']; [108; 'relu']],mse,adam,13,2700952940,3,0.7857142857142857
[[300; 'linear']; [300; 'relu']; [108; 'relu']],mse,adam,20,4081210255,3,0.6785714285714286
[[300; 'linear']; [300; 'relu']; [108; 'relu']],mse,rmsprop,13,2502750212,3,0.8035714285714286
[[300; 'linear']; [300; 'relu']; [108; 'relu']],mse,rmsprop,20,1632275047,3,0.6607142857142857
[[300; 'linear']; [300; 'relu']; [108; 'linear']],mse,adam,13,969035480,3,0.6428571428571429
[[300; 'linear']; [300; 'relu']; [108; 'linear']],mse,adam,20,1736328283,3,0.625
[[300; 'linear']; [300; 'relu']; [108; 'linear']],mse,rmsprop,13,3454002064,3,0.6071428571428571
[[300; 'linear']; [300; 'relu']; [108; 'linear']],mse,rmsprop,20,654435607,3,0.6964285714285714
[[300; 'linear']; [300; 'relu']; [164; 'relu']],mse,adam,13,51578017,3,0.7678571428571429
[[300; 'linear']; [300; 'relu']; [164; 'relu']],mse,adam,20,2195962760,3,0.6964285714285714
[[300; 'linear']; [300; 'relu']; [164; 'relu']],mse,rmsprop,13,4176510403,3,0.5357142857142857
[[300; 'linear']; [300; 'relu']; [164; 'relu']],mse,rmsprop,20,261415002,3,0.6071428571428571
[[300; 'linear']; [300; 'relu']; [164; 'linear']],mse,adam,13,248644103,3,0.625
[[300; 'linear']; [300; 'relu']; [164; 'linear']],mse,adam,20,3467509719,3,0.6964285714285714
[[300; 'linear']; [300; 'relu']; [164; 'linear']],mse,rmsprop,13,1203409954,3,0.5714285714285714
[[300; 'linear']; [300; 'relu']; [164; 'linear']],mse,rmsprop,20,993981144,3,0.7142857142857143
[[300; 'linear']; [300; 'relu']; [300; 'relu']],mse,adam,13,289476027,3,0.6785714285714286
[[300; 'linear']; [300; 'relu']; [300; 'relu']],mse,adam,20,3372907707,3,0.75
[[300; 'linear']; [300; 'relu']; [300; 'relu']],mse,rmsprop,13,2874105074,3,0.5892857142857143
[[300; 'linear']; [300; 'relu']; [300; 'relu']],mse,rmsprop,20,1833251354,3,0.7321428571428571
[[300; 'linear']; [300; 'relu']; [300; 'linear']],mse,adam,13,3192426026,3,0.6964285714285714
[[300; 'linear']; [300; 'relu']; [300; 'linear']],mse,adam,20,3375153834,3,0.6785714285714286
[[300; 'linear']; [300; 'relu']; [300; 'linear']],mse,rmsprop,13,644220728,3,0.7321428571428571
[[300; 'linear']; [300; 'relu']; [300; 'linear']],mse,rmsprop,20,3864042824,3,0.5892857142857143
[[300; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,13,1119949594,3,0.625
[[300; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,20,3214769669,3,0.7142857142857143
[[300; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,13,3735717067,3,0.6428571428571429
[[300; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,20,1698965727,3,0.5535714285714286
[[300; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,13,368389232,3,0.6964285714285714
[[300; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,20,1220959210,3,0.5892857142857143
[[300; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,13,2705737483,3,0.6428571428571429
[[300; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,20,2194844995,3,0.5892857142857143
[[300; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,13,3348044244,3,0.6607142857142857
[[300; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,20,1229309284,3,0.6607142857142857
[[300; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,13,2894830197,3,0.6785714285714286
[[300; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,20,846623823,3,0.6428571428571429
[[300; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,13,1807892289,3,0.7857142857142857
[[300; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,20,2032179051,3,0.5892857142857143
[[300; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,13,3335939794,3,0.6607142857142857
[[300; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,20,3694923871,3,0.6607142857142857
[[300; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,13,2537937765,3,0.6607142857142857
[[300; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,20,4008918897,3,0.6071428571428571
[[300; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,13,985727675,3,0.5
[[300; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,20,454914863,3,0.5892857142857143
[[300; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,13,2374854250,3,0.6071428571428571
[[300; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,20,647216993,3,0.7142857142857143
[[300; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,13,110299087,3,0.6428571428571429
[[300; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,20,2270374258,3,0.6071428571428571
